Invoicedate,Distributor,GroupId,Type,Provincename,MatNo,Material Name,New_Volume(L),Points,Material Old Name,MatL,MatSize,AuxMat,MatCom,MatPack
2/24/2023,A,ERW_AMBP2020110082,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,1080,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
8/24/2023,A,ERW_AMBP2020110124,Retails,Phra Nakhon Si Ayutthaya,140635,Mobil 1 FS X2 5W-50,3240,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
9/27/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,140635,Mobil 1 FS X2 5W-50,672,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
6/6/2023,A,ERW_AMBP2020110605,Retails,Chaiyaphum,140635,Mobil 1 FS X2 5W-50,4212,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
10/17/2023,A,ERW_AI8N2021070010,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,1848,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
3/15/2023,A,ERW_AMBP2020110030,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,5772,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
8/18/2023,A,ERW_AMBP2020110030,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,5124,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
10/19/2023,A,ERW_AMBP2020110030,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,96,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
11/20/2023,A,ERW_AMBP2020110039,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,4224,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
6/7/2023,A,ERW_AMBP2020110079,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,4680,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
9/12/2023,A,ERW_AMBP2020110082,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,168,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
5/16/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,140635,Mobil 1 FS X2 5W-50,4944,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
9/25/2023,A,ERW_AMBP2020110207,Reseller,Chachoengsao,140635,Mobil 1 FS X2 5W-50,3132,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
7/14/2023,A,ERW_AMBP2020110291,Reseller,Nakhon Ratchasima,140635,Mobil 1 FS X2 5W-50,4212,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
5/15/2023,A,ERW_AMBP2020110379,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,2880,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
8/4/2023,A,ERW_AMBP2020110391,Retails,Bangkok,140635,Mobil 1 FS X2 5W-50,660,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
4/25/2023,A,ERW_AMBP2020110659,Retails,Nakhon Phanom,140635,Mobil 1 FS X2 5W-50,288,10,MOBIL 1 FS X2 5W-50 12x1L/CAR,1,Small Carton,,Mobil 1,Carton
12/19/2023,C,ERW_CM8N2021050004,Retails,Lampang,140635,Mobil 1 FS X2 5W-50,612,10,"MOBIL 1 FS X2 5W50, 12X1L CTN",1,Small Carton,,Mobil 1,Carton
6/8/2023,C,ERW_C08P2020090127,Reseller,Phrae,140635,Mobil 1 FS X2 5W-50,5004,10,"MOBIL 1 FS X2 5W50, 12X1L CTN",1,Small Carton,,Mobil 1,Carton
9/8/2023,C,ERW_C08P2020090119,Reseller,Uttaradit,140635,Mobil 1 FS X2 5W-50,297,10,"MOBIL 1 FS X2 5W50, 12X1L CTN",1,Small Carton,,Mobil 1,Carton
6/1/2023,C,ERW_C08P2020090216,Retails,Nakhon Sawan,140635,Mobil 1 FS X2 5W-50,1030,10,"MOBIL 1 FS X2 5W50, 12X1L CTN",1,Small Carton,,Mobil 1,Carton
11/10/2023,C,ERW_C08P2020090216,Retails,Nakhon Sawan,140635,Mobil 1 FS X2 5W-50,1410,10,"MOBIL 1 FS X2 5W50, 12X1L CTN",1,Small Carton,,Mobil 1,Carton
10/14/2023,C,ERW_C08P2020090145,Retails,Chiang Mai,140635,Mobil 1 FS X2 5W-50,400,10,"MOBIL 1 FS X2 5W50, 12X1L CTN",1,Small Carton,,Mobil 1,Carton
2/20/2023,C,ERW_C08P2020090145,Retails,Chiang Mai,140635,Mobil 1 FS X2 5W-50,257,10,"MOBIL 1 FS X2 5W50, 12X1L CTN",1,Small Carton,,Mobil 1,Carton
3/31/2023,C,ERW_C08P2020090145,Retails,Chiang Mai,140635,Mobil 1 FS X2 5W-50,305,10,"MOBIL 1 FS X2 5W50, 12X1L CTN",1,Small Carton,,Mobil 1,Carton
10/19/2023,C,ERW_C08P2020090203,Retails,Chiang Mai,140635,Mobil 1 FS X2 5W-50,281,10,"MOBIL 1 FS X2 5W50, 12X1L CTN",1,Small Carton,,Mobil 1,Carton
11/29/2023,C,ERW_C08P2020090203,Retails,Chiang Mai,140635,Mobil 1 FS X2 5W-50,162,10,"MOBIL 1 FS X2 5W50, 12X1L CTN",1,Small Carton,,Mobil 1,Carton
2/21/2023,A,ERW_AMBP2020110030,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,816,10,M1 FS X2 5W-50 4X4L (EN/TH):SG PROMO,4,Big Carton,,Mobil 1,Carton
2/17/2023,A,ERW_AMBP2020110030,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,4440,10,M1 FS X2 5W-50 4X4L (EN/TH):SG PROMO,4,Big Carton,,Mobil 1,Carton
2/20/2023,A,ERW_AMBP2020110030,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,9280,10,M1 FS X2 5W-50 4X4L (EN/TH):SG PROMO,4,Big Carton,,Mobil 1,Carton
2/10/2023,A,ERW_AMBP2020110085,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,16,10,M1 FS X2 5W-50 4X4L (EN/TH):SG PROMO,4,Big Carton,,Mobil 1,Carton
2/24/2023,A,ERW_AMBP2020110257,Retails,Udon Thani,141559,Mobil 1 FS X2 5W-50,2768,10,M1 FS X2 5W-50 4X4L (EN/TH):SG PROMO,4,Big Carton,,Mobil 1,Carton
2/14/2023,A,ERW_AMBP2020110060,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,3120,10,M1 FS X2 5W-50 4X4L (EN/TH):SG PROMO,4,Big Carton,,Mobil 1,Carton
2/23/2023,A,ERW_AMBP2020110060,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,7344,10,M1 FS X2 5W-50 4X4L (EN/TH):SG PROMO,4,Big Carton,,Mobil 1,Carton
2/20/2023,A,ERW_AMBP2020110402,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,1472,10,M1 FS X2 5W-50 4X4L (EN/TH):SG PROMO,4,Big Carton,,Mobil 1,Carton
6/13/2023,A,ERW_AMBP2020110082,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,6032,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
4/3/2023,A,ERW_AMBP2020110016,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,3920,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/9/2023,A,ERW_AMBP2020110030,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,2560,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
4/18/2023,A,ERW_AMBP2020110030,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,2192,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/13/2023,A,ERW_AMBP2020110039,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,736,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/29/2023,A,ERW_AMBP2020110030,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,8040,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
2/23/2023,A,ERW_AMBP2020110016,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,3192,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/18/2023,A,ERW_AMBP2020110016,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,14000,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/23/2023,A,ERW_AMBP2020110079,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,12460,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
4/3/2023,A,ERW_AMBP2020110016,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,3872,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/13/2023,A,ERW_AMBP2020110030,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,5808,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
6/7/2023,A,ERW_AMBP2020110030,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,3008,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/15/2023,A,ERW_AMBP2020110030,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,7792,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
4/27/2023,A,ERW_AMBP2020110030,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,5376,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
6/20/2023,A,ERW_AMBP2020110030,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,3648,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
6/8/2023,A,ERW_AMBP2020110039,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,464,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/16/2023,A,ERW_AMBP2020110142,Reseller,Saraburi,141559,Mobil 1 FS X2 5W-50,7264,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/29/2023,A,ERW_AMBP2020110147,Retails,Chon Buri,141559,Mobil 1 FS X2 5W-50,1648,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/28/2023,A,ERW_AMBP2020110016,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,4720,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/10/2023,A,ERW_AMBP2020110340,Retails,Phetchaburi,141559,Mobil 1 FS X2 5W-50,8204,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/25/2023,A,ERW_AMBP2020110050,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,3568,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/18/2023,A,ERW_ADG22021040106,Retails,Samut Prakan,141559,Mobil 1 FS X2 5W-50,9840,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/3/2023,A,ERW_AI8N2021070010,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,2544,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/9/2023,A,ERW_AMBP2020110385,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,3760,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/24/2023,A,ERW_AMBP2020110605,Retails,Chaiyaphum,141559,Mobil 1 FS X2 5W-50,3344,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
2/21/2023,A,ERW_ADG22021040106,Retails,Samut Prakan,141559,Mobil 1 FS X2 5W-50,2384,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/3/2023,A,ERW_AMBP2020110006,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,6416,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
2/20/2023,A,ERW_AMBP2020110131,Reseller,Lop Buri,141559,Mobil 1 FS X2 5W-50,5952,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/10/2023,A,ERW_AMBP2020110291,Reseller,Nakhon Ratchasima,141559,Mobil 1 FS X2 5W-50,1488,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/15/2023,A,ERW_AMBP2020110379,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,7968,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
4/25/2023,A,ERW_AMBP2020110659,Retails,Nakhon Phanom,141559,Mobil 1 FS X2 5W-50,1760,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/17/2023,A,ERW_AU5N2022030006,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,384,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
6/20/2023,A,ERW_AMBP2020110036,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,4992,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
3/13/2023,A,ERW_AMBP2020110060,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,2816,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/23/2023,A,ERW_AMBP2020110402,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,3392,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
4/10/2023,A,ERW_AMBP2020110402,Retails,Bangkok,141559,Mobil 1 FS X2 5W-50,960,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
4/11/2023,A,ERW_AMBP2020110427,Retails,Chon Buri,144472,Mobil 1 FS X2 5W-50,3576,10,MOBIL 1 FS X2 5W-50 (SP) SG 12X1L/CAR,1,Small Carton,,Mobil 1,Carton
7/1/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,144472,Mobil 1 FS X2 5W-50,2700,10,"โมบิล 1 FS X2 5W50(SN) ,12/1",1,Small Carton,,Mobil 1,Carton
5/4/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,144472,Mobil 1 FS X2 5W-50,1188,10,"โมบิล 1 FS X2 5W50(SN) ,12/1",1,Small Carton,,Mobil 1,Carton
8/10/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,144472,Mobil 1 FS X2 5W-50,6030,10,"โมบิล 1 FS X2 5W50(SN) ,12/1",1,Small Carton,,Mobil 1,Carton
8/11/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,144472,Mobil 1 FS X2 5W-50,1620,10,"โมบิล 1 FS X2 5W50(SN) ,12/1",1,Small Carton,,Mobil 1,Carton
6/15/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,144472,Mobil 1 FS X2 5W-50,4392,10,"โมบิล 1 FS X2 5W50(SN) ,12/1",1,Small Carton,,Mobil 1,Carton
2/21/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,144472,Mobil 1 FS X2 5W-50,4092,10,"โมบิล 1 FS X2 5W50(SN) ,12/1",1,Small Carton,,Mobil 1,Carton
7/5/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,144472,Mobil 1 FS X2 5W-50,1860,10,"โมบิล 1 FS X2 5W50(SN) ,12/1",1,Small Carton,,Mobil 1,Carton
8/2/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,144472,Mobil 1 FS X2 5W-50,4872,10,"โมบิล 1 FS X2 5W50(SN) ,12/1",1,Small Carton,,Mobil 1,Carton
1/5/2023,A,ERW_AMBP2020110016,Retails,Bangkok,144473,Mobil 1 FS X2 5W-50,9128,10,M1 FS X2 5W-50 (SP) CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
1/24/2023,A,ERW_AMBP2020110016,Retails,Bangkok,144473,Mobil 1 FS X2 5W-50,5964,10,M1 FS X2 5W-50 (SP) CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
1/18/2023,A,ERW_AMBP2020110030,Retails,Bangkok,144473,Mobil 1 FS X2 5W-50,3296,10,M1 FS X2 5W-50 (SP) CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
1/9/2023,A,ERW_AMBP2020110030,Retails,Bangkok,144473,Mobil 1 FS X2 5W-50,2672,10,M1 FS X2 5W-50 (SP) CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
1/27/2023,A,ERW_AI8N2021070010,Retails,Bangkok,144473,Mobil 1 FS X2 5W-50,9180,10,M1 FS X2 5W-50 (SP) CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
1/26/2023,A,ERW_AU5N2022030006,Retails,Bangkok,144473,Mobil 1 FS X2 5W-50,2560,10,M1 FS X2 5W-50 (SP) CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
1/10/2023,A,ERW_AUOF2022100001,Retails,Bangkok,144473,Mobil 1 FS X2 5W-50,6640,10,M1 FS X2 5W-50 (SP) CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
9/8/2023,C,ERW_C08P2020090119,Reseller,Uttaradit,144473,Mobil 1 FS X2 5W-50,5152,10,M1 FS X2 5W-50(SP) CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
10/27/2023,C,ERW_C08P2020090068,Retails,Phitsanulok,144473,Mobil 1 FS X2 5W-50,800,10,M1 FS X2 5W-50(SP) CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
7/6/2023,C,ERW_C08P2020090145,Retails,Chiang Mai,144473,Mobil 1 FS X2 5W-50,3920,10,M1 FS X2 5W-50(SP) CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
2/20/2023,C,ERW_C08P2020090145,Retails,Chiang Mai,144473,Mobil 1 FS X2 5W-50,6608,10,M1 FS X2 5W-50(SP) CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
11/10/2023,C,ERW_C08P2020090216,Retails,Nakhon Sawan,144473,Mobil 1 FS X2 5W-50,74,10,M1 FS X2 5W-50(SP) CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
8/30/2023,C,ERW_C08P2020090212,Retails,Nakhon Sawan,144473,Mobil 1 FS X2 5W-50,111,10,M1 FS X2 5W-50(SP) CTN 4X4L (EN/TH):SG,4,Big Carton,,Mobil 1,Carton
8/29/2023,A,ERW_AMBP2020110016,Retails,Bangkok,144473,Mobil 1 FS X2 5W-50,9184,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
8/18/2023,A,ERW_AMBP2020110030,Retails,Bangkok,144473,Mobil 1 FS X2 5W-50,2520,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
8/24/2023,A,ERW_AMBP2020110124,Retails,Phra Nakhon Si Ayutthaya,144473,Mobil 1 FS X2 5W-50,3152,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
8/29/2023,A,ERW_AMBP2020110605,Retails,Chaiyaphum,144473,Mobil 1 FS X2 5W-50,3648,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
8/29/2023,A,ERW_A3GG2023090003,Retails,Khon Kaen,144473,Mobil 1 FS X2 5W-50,7664,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/22/2023,A,ERW_AMBP2020110060,Retails,Bangkok,144473,Mobil 1 FS X2 5W-50,7504,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
7/24/2023,A,ERW_AMBP2020110060,Retails,Bangkok,144473,Mobil 1 FS X2 5W-50,1392,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
6/28/2023,A,ERW_AMBP2020110060,Retails,Bangkok,144473,Mobil 1 FS X2 5W-50,5040,10,MOBIL 1 FS X2 5W-50 (SP) SG 4X4L/CAR,4,Big Carton,,Mobil 1,Carton
5/30/2023,B,ERW_BHGO2023040001,Retails,Nakhon Pathom,144473,Mobil 1 FS X2 5W-50,6540,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
3/27/2023,B,ERW_BHGO2023040001,Retails,Nakhon Pathom,144473,Mobil 1 FS X2 5W-50,5200,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
5/4/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,144473,Mobil 1 FS X2 5W-50,5660,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
9/18/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,144473,Mobil 1 FS X2 5W-50,2920,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
9/8/2023,B,ERW_BM2U2020110177,Retails,Nakhon Pathom,144473,Mobil 1 FS X2 5W-50,9840,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
5/23/2023,B,ERW_BXEO2021030002,Retails,Nakhon Pathom,144473,Mobil 1 FS X2 5W-50,736,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
5/23/2023,B,ERW_BM2U2020110075,Retails,Bangkok,144473,Mobil 1 FS X2 5W-50,6448,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
2/9/2023,B,ERW_BM2U2020110109,Retails,Nakhon Pathom,144473,Mobil 1 FS X2 5W-50,6496,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
5/31/2023,B,ERW_BM2U2020110116,Retails,Samut Sakhon,144473,Mobil 1 FS X2 5W-50,6768,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
4/5/2023,B,ERW_BM2U2020110120,Retails,Ratchaburi,144473,Mobil 1 FS X2 5W-50,7856,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
5/31/2023,B,ERW_BM2U2020110149,Retails,Nakhon Pathom,144473,Mobil 1 FS X2 5W-50,6544,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
2/15/2023,B,ERW_B5CM2020120006,Retails,Ratchaburi,144473,Mobil 1 FS X2 5W-50,1504,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
4/19/2023,B,ERW_B5CM2020120006,Retails,Ratchaburi,144473,Mobil 1 FS X2 5W-50,7184,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
2/1/2023,B,ERW_BM2U2020110040,Retails,Chainat,144473,Mobil 1 FS X2 5W-50,1312,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
4/29/2023,B,ERW_BM2U2020110053,Retails,Nakhon Pathom,144473,Mobil 1 FS X2 5W-50,3856,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
3/25/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,144473,Mobil 1 FS X2 5W-50,3920,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
5/31/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,144473,Mobil 1 FS X2 5W-50,2544,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
2/21/2023,B,ERW_BM2U2020110002,Retails,Nakhon Pathom,144473,Mobil 1 FS X2 5W-50,3376,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
5/23/2023,B,ERW_BM2U2020110004,Retails,Samut Sakhon,144473,Mobil 1 FS X2 5W-50,3248,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
5/11/2023,B,ERW_BM2U2020110004,Retails,Samut Sakhon,144473,Mobil 1 FS X2 5W-50,5744,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
9/9/2023,B,ERW_BM2U2020110011,Retails,Prachuap Khiri Khan,144473,Mobil 1 FS X2 5W-50,64,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
4/18/2023,B,ERW_BM2U2020110034,Retails,Nakhon Pathom,144473,Mobil 1 FS X2 5W-50,16,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
9/12/2023,B,ERW_BM2U2020110075,Retails,Bangkok,144473,Mobil 1 FS X2 5W-50,3456,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
3/22/2023,B,ERW_BM2U2020110075,Retails,Bangkok,144473,Mobil 1 FS X2 5W-50,848,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
3/25/2023,B,ERW_BM2U2020110077,Retails,Samut Sakhon,144473,Mobil 1 FS X2 5W-50,6096,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
8/19/2023,B,ERW_BM2U2020110081,Retails,Ratchaburi,144473,Mobil 1 FS X2 5W-50,560,10,"โมบิล 1 FS X2 5W50(SN) ,4/4",4,Big Carton,,Mobil 1,Carton
